Country,Group_Technology,Technology,RE_or_Non_RE,Year,Electricity_Installed_Capacity__MW_
France,Bioenergy,Biogas,Total Renewable,2020,265.782
France,Bioenergy,Biogas,Total Renewable,2021,277.956
France,Bioenergy,Biogas,Total Renewable,2022,286.452
France,Bioenergy,Biogas,Total Renewable,2023,286.452
France,Bioenergy,Biogas,Total Renewable,2015,21.0
France,Bioenergy,Biogas,Total Renewable,2016,23.0
France,Bioenergy,Biogas,Total Renewable,2017,23.0
France,Bioenergy,Biogas,Total Renewable,2018,24.0
France,Bioenergy,Biogas,Total Renewable,2019,23.0
France,Bioenergy,Biogas,Total Renewable,2020,22.0
France,Bioenergy,Biogas,Total Renewable,2021,34.0
France,Bioenergy,Biogas,Total Renewable,2022,34.0
France,Bioenergy,Biogas,Total Renewable,2023,34.0
France,Bioenergy,Solid biofuels,Total Renewable,2015,1.0
France,Bioenergy,Solid biofuels,Total Renewable,2016,5.0
France,Bioenergy,Solid biofuels,Total Renewable,2017,6.0
France,Bioenergy,Solid biofuels,Total Renewable,2018,6.0
France,Bioenergy,Solid biofuels,Total Renewable,2019,6.0
France,Bioenergy,Solid biofuels,Total Renewable,2020,6.0
France,Bioenergy,Solid biofuels,Total Renewable,2021,6.0
France,Bioenergy,Solid biofuels,Total Renewable,2022,6.0
France,Bioenergy,Solid biofuels,Total Renewable,2023,6.0
France,Bioenergy,Solid biofuels,Total Renewable,2015,526.857
France,Bioenergy,Solid biofuels,Total Renewable,2016,606.565
France,Bioenergy,Solid biofuels,Total Renewable,2017,618.152
France,Bioenergy,Solid biofuels,Total Renewable,2018,821.914
France,Bioenergy,Solid biofuels,Total Renewable,2019,868.686
France,Bioenergy,Solid biofuels,Total Renewable,2020,803.65
France,Bioenergy,Solid biofuels,Total Renewable,2021,892.84
France,Bioenergy,Solid biofuels,Total Renewable,2022,905.486
France,Bioenergy,Solid biofuels,Total Renewable,2023,965.486
France,Bioenergy,Liquid biofuels,Total Renewable,2015,2.687
France,Bioenergy,Liquid biofuels,Total Renewable,2016,3.65
France,Bioenergy,Liquid biofuels,Total Renewable,2017,0.128
France,Bioenergy,Liquid biofuels,Total Renewable,2018,0.05
France,Bioenergy,Liquid biofuels,Total Renewable,2019,0.138
France,Bioenergy,Liquid biofuels,Total Renewable,2020,14.57
France,Bioenergy,Liquid biofuels,Total Renewable,2021,9.748
France,Bioenergy,Liquid biofuels,Total Renewable,2022,10.746
France,Bioenergy,Liquid biofuels,Total Renewable,2023,10.746
France,Bioenergy,Renewable municipal waste,Total Renewable,2015,602.409
France,Bioenergy,Renewable municipal waste,Total Renewable,2016,619.246
France,Bioenergy,Renewable municipal waste,Total Renewable,2017,623.847
France,Bioenergy,Renewable municipal waste,Total Renewable,2018,606.688
France,Bioenergy,Renewable municipal waste,Total Renewable,2019,607.8
France,Bioenergy,Renewable municipal waste,Total Renewable,2020,554.776
France,Bioenergy,Renewable municipal waste,Total Renewable,2021,565.812
France,Bioenergy,Renewable municipal waste,Total Renewable,2022,564.568
France,Bioenergy,Renewable municipal waste,Total Renewable,2023,624.568
France,Wind energy,Onshore wind energy,Total Renewable,2015,10287.347
France,Wind energy,Onshore wind energy,Total Renewable,2016,11555.762
France,Wind energy,Onshore wind energy,Total Renewable,2017,13497.352
France,Wind energy,Onshore wind energy,Total Renewable,2018,14898.143
France,Wind energy,Onshore wind energy,Total Renewable,2019,16424.852
France,Wind energy,Onshore wind energy,Total Renewable,2020,17533.273
France,Wind energy,Onshore wind energy,Total Renewable,2021,18549.121
France,Wind energy,Onshore wind energy,Total Renewable,2022,20808.575
France,Wind energy,Onshore wind energy,Total Renewable,2023,22193.575
France,Wind energy,Offshore wind energy,Total Renewable,2015,10.8
France,Wind energy,Offshore wind energy,Total Renewable,2016,10.8
France,Wind energy,Offshore wind energy,Total Renewable,2017,2.0
France,Wind energy,Offshore wind energy,Total Renewable,2018,2.0
France,Wind energy,Offshore wind energy,Total Renewable,2019,2.0
France,Wind energy,Offshore wind energy,Total Renewable,2020,2.0
France,Wind energy,Offshore wind energy,Total Renewable,2021,2.0
France,Wind energy,Offshore wind energy,Total Renewable,2022,2.0
France,Wind energy,Offshore wind energy,Total Renewable,2023,2.0
France,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2015,23664.855
France,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2016,22552.038
France,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,19518.933
France,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,18811.599
France,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,17107.516
France,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,17386.104
France,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,17254.898
France,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,17787.104
France,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,18499.104
France,Solar energy,Solar photovoltaic,Total Renewable,2018,33.421
France,Solar energy,Solar photovoltaic,Total Renewable,2019,69.485
France,Solar energy,Solar photovoltaic,Total Renewable,2020,243.771
France,Solar energy,Solar photovoltaic,Total Renewable,2021,373.41
France,Solar energy,Solar photovoltaic,Total Renewable,2022,373.41
France,Solar energy,Solar photovoltaic,Total Renewable,2023,373.41
France,Solar energy,Solar photovoltaic,Total Renewable,2015,7137.517
France,Solar energy,Solar photovoltaic,Total Renewable,2016,7702.081
France,Solar energy,Solar photovoltaic,Total Renewable,2017,8610.436
France,Solar energy,Solar photovoltaic,Total Renewable,2018,9595.706
France,Solar energy,Solar photovoltaic,Total Renewable,2019,10659.156
France,Solar energy,Solar photovoltaic,Total Renewable,2020,11672.82
France,Solar energy,Solar photovoltaic,Total Renewable,2021,14229.762
France,Solar energy,Solar photovoltaic,Total Renewable,2022,16967.883
France,Solar energy,Solar photovoltaic,Total Renewable,2023,20168.883
France,Solar energy,Solar thermal energy,Total Renewable,2019,9.0
France,Solar energy,Solar thermal energy,Total Renewable,2020,9.0
France,Solar energy,Solar thermal energy,Total Renewable,2021,9.0
France,Solar energy,Solar thermal energy,Total Renewable,2022,9.0
France,Solar energy,Solar thermal energy,Total Renewable,2023,9.0
France,Marine energy,Marine energy,Total Renewable,2015,218.329
France,Marine energy,Marine energy,Total Renewable,2016,220.224
France,Marine energy,Marine energy,Total Renewable,2017,218.87
France,Marine energy,Marine energy,Total Renewable,2018,218.002
France,Marine energy,Marine energy,Total Renewable,2019,214.067
France,Marine energy,Marine energy,Total Renewable,2020,211.765
France,Marine energy,Marine energy,Total Renewable,2021,211.192
France,Marine energy,Marine energy,Total Renewable,2022,212.07
France,Marine energy,Marine energy,Total Renewable,2023,212.07
France,Pumped storage,Pumped storage,Total Non-Renewable,2015,1727.66
France,Pumped storage,Pumped storage,Total Non-Renewable,2016,1727.7
France,Pumped storage,Pumped storage,Total Non-Renewable,2017,1727.7
France,Pumped storage,Pumped storage,Total Non-Renewable,2018,1727.7
France,Pumped storage,Pumped storage,Total Non-Renewable,2019,1727.7
France,Pumped storage,Pumped storage,Total Non-Renewable,2020,1727.66
France,Pumped storage,Pumped storage,Total Non-Renewable,2021,1727.66
France,Pumped storage,Pumped storage,Total Non-Renewable,2022,1727.66
France,Pumped storage,Pumped storage,Total Non-Renewable,2023,1741.66
France,Geothermal energy,Geothermal energy,Total Renewable,2015,14.75
France,Geothermal energy,Geothermal energy,Total Renewable,2016,16.15
France,Geothermal energy,Geothermal energy,Total Renewable,2017,16.15
France,Geothermal energy,Geothermal energy,Total Renewable,2018,16.15
France,Geothermal energy,Geothermal energy,Total Renewable,2019,16.15
France,Geothermal energy,Geothermal energy,Total Renewable,2020,16.15
France,Geothermal energy,Geothermal energy,Total Renewable,2021,16.15
France,Geothermal energy,Geothermal energy,Total Renewable,2022,16.15
France,Geothermal energy,Geothermal energy,Total Renewable,2023,16.15
France,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2015,666.786
France,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2016,681.32
France,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2017,675.555
France,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2018,657.85
France,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2019,666.246
France,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2020,599.406
France,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2021,599.157
France,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2022,603.627
France,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2023,603.627
France,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2015,5408.631
France,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2016,5406.826
France,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2017,5417.93
France,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2018,5418.798
France,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2019,5494.233
France,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2020,5359.595
France,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2021,5372.918
France,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2022,5372.29
France,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2023,5275.29
France,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,18415.538
France,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,18486.327
France,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,18561.308
France,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,18580.436
France,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,18646.451
France,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,18867.127
France,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,18890.218
France,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,18863.716
France,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,18863.716
Germany,Nuclear,Nuclear,Total Non-Renewable,2015,10799.0
Germany,Nuclear,Nuclear,Total Non-Renewable,2016,10799.0
Germany,Nuclear,Nuclear,Total Non-Renewable,2017,10799.0
Germany,Nuclear,Nuclear,Total Non-Renewable,2018,10799.0
Germany,Nuclear,Nuclear,Total Non-Renewable,2019,9525.0
Germany,Nuclear,Nuclear,Total Non-Renewable,2020,8113.0
Germany,Nuclear,Nuclear,Total Non-Renewable,2021,8113.0
Germany,Nuclear,Nuclear,Total Non-Renewable,2022,4205.0
Germany,Bioenergy,Biogas,Total Renewable,2015,183.0
Germany,Bioenergy,Biogas,Total Renewable,2016,172.0
Germany,Bioenergy,Biogas,Total Renewable,2017,165.0
Germany,Bioenergy,Biogas,Total Renewable,2018,169.0
Germany,Bioenergy,Biogas,Total Renewable,2019,170.0
Germany,Bioenergy,Biogas,Total Renewable,2020,170.0
Germany,Bioenergy,Biogas,Total Renewable,2021,170.0
Germany,Bioenergy,Biogas,Total Renewable,2022,170.0
Germany,Bioenergy,Biogas,Total Renewable,2023,170.0
Germany,Bioenergy,Biogas,Total Renewable,2015,5215.0
Germany,Bioenergy,Biogas,Total Renewable,2016,5433.0
Germany,Bioenergy,Biogas,Total Renewable,2017,5740.0
Germany,Bioenergy,Biogas,Total Renewable,2018,6194.0
Germany,Bioenergy,Biogas,Total Renewable,2019,6489.0
Germany,Bioenergy,Biogas,Total Renewable,2020,6902.0
Germany,Bioenergy,Biogas,Total Renewable,2021,6371.0
Germany,Bioenergy,Biogas,Total Renewable,2022,6427.0
Germany,Bioenergy,Biogas,Total Renewable,2023,6527.0
Germany,Bioenergy,Biogas,Total Renewable,2015,245.0
Germany,Bioenergy,Biogas,Total Renewable,2016,245.0
Germany,Bioenergy,Biogas,Total Renewable,2017,242.0
Germany,Bioenergy,Biogas,Total Renewable,2018,421.0
Germany,Bioenergy,Biogas,Total Renewable,2019,422.0
Germany,Bioenergy,Biogas,Total Renewable,2020,422.0
Germany,Bioenergy,Biogas,Total Renewable,2021,422.0
Germany,Bioenergy,Biogas,Total Renewable,2022,422.0
Germany,Bioenergy,Biogas,Total Renewable,2023,422.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2015,19.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2016,30.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2017,19.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2018,19.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2019,19.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2020,19.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2021,19.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2022,19.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2023,19.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2015,14.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2016,17.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2017,18.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2018,18.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2019,18.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2020,18.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2021,18.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2022,18.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2023,18.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2015,142.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2016,129.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2017,159.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2018,159.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2019,159.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2020,159.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2021,159.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2022,159.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2023,159.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2015,37.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2016,35.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2017,43.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2018,43.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2019,43.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2020,43.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2021,43.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2022,43.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2023,43.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2015,3.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2016,3.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2017,3.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2018,3.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2019,3.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2020,3.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2021,3.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2022,3.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2023,3.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2015,1377.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2016,1386.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2017,1359.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2018,1343.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2019,1356.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2020,1329.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2021,1345.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2022,1350.0
Germany,Bioenergy,Solid biofuels,Total Renewable,2023,1370.0
Germany,Bioenergy,Liquid biofuels,Total Renewable,2015,232.0
Germany,Bioenergy,Liquid biofuels,Total Renewable,2016,231.0
Germany,Bioenergy,Liquid biofuels,Total Renewable,2017,230.0
Germany,Bioenergy,Liquid biofuels,Total Renewable,2018,230.0
Germany,Bioenergy,Liquid biofuels,Total Renewable,2019,231.0
Germany,Bioenergy,Liquid biofuels,Total Renewable,2020,231.0
Germany,Bioenergy,Liquid biofuels,Total Renewable,2021,201.0
Germany,Bioenergy,Liquid biofuels,Total Renewable,2022,196.0
Germany,Bioenergy,Liquid biofuels,Total Renewable,2023,196.0
Germany,Bioenergy,Renewable municipal waste,Total Renewable,2015,962.0
Germany,Bioenergy,Renewable municipal waste,Total Renewable,2016,978.5
Germany,Bioenergy,Renewable municipal waste,Total Renewable,2017,1004.0
Germany,Bioenergy,Renewable municipal waste,Total Renewable,2018,1062.5
Germany,Bioenergy,Renewable municipal waste,Total Renewable,2019,1084.0
Germany,Bioenergy,Renewable municipal waste,Total Renewable,2020,1024.0
Germany,Bioenergy,Renewable municipal waste,Total Renewable,2021,1040.5
Germany,Bioenergy,Renewable municipal waste,Total Renewable,2022,1023.0
Germany,Bioenergy,Renewable municipal waste,Total Renewable,2023,1023.0
Germany,Wind energy,Onshore wind energy,Total Renewable,2015,41297.0
Germany,Wind energy,Onshore wind energy,Total Renewable,2016,45303.0
Germany,Wind energy,Onshore wind energy,Total Renewable,2017,50174.0
Germany,Wind energy,Onshore wind energy,Total Renewable,2018,52328.0
Germany,Wind energy,Onshore wind energy,Total Renewable,2019,53187.0
Germany,Wind energy,Onshore wind energy,Total Renewable,2020,54414.0
Germany,Wind energy,Onshore wind energy,Total Renewable,2021,55904.0
Germany,Wind energy,Onshore wind energy,Total Renewable,2022,58014.0
Germany,Wind energy,Onshore wind energy,Total Renewable,2023,61052.0
Germany,Wind energy,Offshore wind energy,Total Renewable,2015,3283.0
Germany,Wind energy,Offshore wind energy,Total Renewable,2016,4132.0
Germany,Wind energy,Offshore wind energy,Total Renewable,2017,5406.0
Germany,Wind energy,Offshore wind energy,Total Renewable,2018,6393.0
Germany,Wind energy,Offshore wind energy,Total Renewable,2019,7555.0
Germany,Wind energy,Offshore wind energy,Total Renewable,2020,7787.0
Germany,Wind energy,Offshore wind energy,Total Renewable,2021,7807.0
Germany,Wind energy,Offshore wind energy,Total Renewable,2022,8149.0
Germany,Wind energy,Offshore wind energy,Total Renewable,2023,8407.0
Germany,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2015,86623.0
Germany,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2016,85125.0
Germany,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,84194.0
Germany,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,91401.0
Germany,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,88534.0
Germany,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,86044.0
Germany,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,87486.0
Germany,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,89018.0
Germany,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,88934.0
Germany,Solar energy,Solar photovoltaic,Total Renewable,2015,39222.0
Germany,Solar energy,Solar photovoltaic,Total Renewable,2016,40677.0
Germany,Solar energy,Solar photovoltaic,Total Renewable,2017,42291.0
Germany,Solar energy,Solar photovoltaic,Total Renewable,2018,45156.0
